id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D229740,2005,LEH,D740,Lehtusuo,3,0,LLUS,1,0,3,2008,1,1,1,0,15,14.6,NA,NA,NA,NA,NA,NA,0.71,0.51,26.25,0,NA,NA,NA,NA,NA,NA,0.99718505015864,0.148659568913462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229742,2005,LEH,D742,Lehtusuo,4,0,LLUS,4,0,1,2006,1,1,1,1,12,10.4,57.8,260,1110,203,0.263,2.58,0.78,0.12,30.58,0,NA,3379815,3379815,NA,NA,NA,1.01627653465297,0.148526336292218,12,0,NA,0.5372,0.5372,NA,69.0622,NA,7.1462,NA,12.3111,69.0622,12.3111,7.1462,NA,1,NA,0,NA,0,1,0,0
D229742,2005,LEH,D742,Lehtusuo,4,0,LLUS,4,0,2,2007,1,1,2,1,15,14.6,NA,NA,NA,NA,NA,NA,0.44,0.22,25.02,0,NA,NA,NA,NA,NA,NA,1.01627653465297,0.148526336292218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229742,2005,LEH,D742,Lehtusuo,4,0,LLUS,4,0,3,2008,1,1,3,1,15,14.6,NA,NA,NA,NA,NA,NA,1,0.2,4,0,NA,NA,NA,NA,NA,NA,1.01627653465297,0.148526336292218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229742,2005,LEH,D742,Lehtusuo,4,0,LLUS,4,0,4,2009,1,1,4,0,5,10.5,NA,NA,NA,NA,NA,NA,1,0.46,1,0,NA,NA,NA,NA,NA,NA,1.01627653465297,0.148526336292218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229753,2005,TEE,D753,Teerisuo,3,2,LLS,3,6,1,2006,1,1,1,1,13,10.4,NA,262,1230,200,0.225,1.89,0.48,0.36,21.93,0,NA,698138,698138,NA,NA,NA,0.988443000881261,0.153195825955138,0,0,NA,0.4978,0.4978,NA,60.8264,NA,6.9663,NA,11.123,60.8264,11.123,6.9663,NA,4,NA,0,NA,0,4,0,0
D229753,2005,TEE,D753,Teerisuo,3,2,LLS,3,6,2,2007,1,1,2,1,17,14.6,59.9,267,1320,238,0.259,3.99,1,0.36,6,4,NA,895271,895271,NA,NA,NA,0.988443000881261,0.153195825955138,0,10,NA,0.4912,0.4912,NA,80.7118,NA,7.6314,NA,13.4729,80.7118,13.4729,7.6314,NA,19.5,NA,4,NA,0,19.5,4,0
D229753,2005,TEE,D753,Teerisuo,3,2,LLS,3,6,3,2008,1,1,3,0,9,14.6,58,274,1300,231,0.282,6.2,1,0.28,8.06,2,NA,797115,797115,NA,NA,NA,0.988443000881261,0.153195825955138,0,15,NA,0.5122,0.5122,NA,70.8662,NA,7.739,NA,11.665,70.8662,11.665,7.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229759,2005,SAA,D759,Saarisuo,3,2,LLS,2,19,1,2006,0,0,NA,1,8,10.4,59.9,258,1140,188,0.203,3.6,0,NA,NA,0,NA,719271,719271,NA,NA,NA,1.01905451366468,0.151992922616564,6,0,NA,0.544776119402985,0.544776119402985,NA,67.1985,NA,6.9707,NA,12.2804,67.1985,12.2804,6.9707,NA,0,NA,0,NA,0,0,0,0
D229759,2005,SAA,D759,Saarisuo,3,2,LLS,2,19,2,2007,1,1,1,1,18,14.6,NA,NA,NA,NA,NA,NA,0.7,0.26,24.04,1,NA,NA,NA,NA,NA,NA,1.01905451366468,0.151992922616564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229759,2005,SAA,D759,Saarisuo,3,2,LLS,2,19,3,2008,1,1,2,0,21,14.6,59.6,265,1230,229,0.293,NA,1,0.21,5,18,NA,2244993,2244993,NA,NA,NA,1.01905451366468,0.151992922616564,0,0,NA,0.5338,0.5338,NA,61.1994,NA,6.5,NA,11.994,61.1994,11.994,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229770,2005,NYR,D770,Nyrölä,1,0,SLUS,1,0,1,2006,1,1,1,0,14,10.4,60.7,258,1280,174,0.215,0.67,0.44,0,52.35,0,NA,761994,761994,NA,NA,NA,0.989100386047222,0.166433566918212,7,0,NA,0.5374,0.5374,NA,70.2418,NA,7.6701,NA,11.6661,70.2418,11.6661,7.6701,NA,0,NA,0,NA,0,0,0,0
D229771,2004,NYR,D771,Nyrölä,2,NA,NA,NA,NA,2,2006,0,0,NA,NA,NA,10.4,60,266,1320,208,0.243,NA,0,NA,NA,0,2707890,2488078,2597984,11.4375461658905,NA,11.4375461658905,0.995644504826406,0.14878559726856,NA,NA,0.459,0.526,0.4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,32.5,0,0.5,12.5,1,91.25,0.25,6.75
D229772,2005,NYR,D772,Nyrölä,3,0,LLUS,2,0,1,2006,0,0,NA,1,14,10.4,59,264,1240,186,NA,1.03,0,NA,NA,0,NA,367553,367553,NA,NA,NA,0.949335485757834,0.186454714441545,8,0,NA,0.5384,0.5384,NA,68.2014,NA,7.2042,NA,12.0597,68.2014,12.0597,7.2042,NA,0.5,NA,0,NA,0,0.5,0,0
D229772,2005,NYR,D772,Nyrölä,3,0,LLUS,2,0,2,2007,1,1,1,1,20,14.6,59.1,268,1180,221,0.211,3.13,0.88,0.38,20.22,0,340954,417395,379174.5,11.9863083369379,NA,11.9863083369379,0.949335485757834,0.186454714441545,1,0,NA,0.519,0.519,NA,66.2321,NA,7.0399,NA,11.9848,66.2321,11.9848,7.0399,NA,40,NA,0.5,NA,0,40,0.5,0
D229772,2005,NYR,D772,Nyrölä,3,0,LLUS,2,0,3,2008,1,1,2,0,25,14.6,59.8,274,1280,218,0.243,4.42,0.84,0.08,20.02,0,NA,469392,469392,NA,NA,NA,0.949335485757834,0.186454714441545,0,0,NA,0.5038,0.5038,NA,82.6676,NA,8.217,NA,12.816,82.6676,12.816,8.217,NA,40,NA,NA,NA,NA,40,NA,NA
D229775,2005,SAA,D775,Saarisuo,2,NA,NA,NA,NA,1,2006,0,0,NA,NA,NA,10.4,57.1,262,1250,188,0.268,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991976233649709,0.169881561555864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229775,2005,SAA,D775,Saarisuo,2,NA,NA,NA,NA,2,2007,0,0,NA,NA,NA,14.6,58.2,264,1180,221,0.234,NA,0.04,NA,11.66,0,430169,481972,456070.5,13.0948929838876,NA,13.0948929838876,0.991976233649709,0.169881561555864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,0,NA,0,3.5,0,0
D229776,2005,LEH,D776,Lehtusuo,3,0,LLUS,1,0,1,2006,0,0,NA,1,12,10.4,58.1,264,1200,NA,0.243,2.19,0,NA,NA,0,NA,1268966,1268966,NA,NA,NA,0.98306287468355,0.18545712422426,14,0,NA,0.5604,0.5604,NA,65.5008,NA,7.0943,NA,11.7616,65.5008,11.7616,7.0943,NA,5.5,NA,0,NA,0,5.5,0,0
D229776,2005,LEH,D776,Lehtusuo,3,0,LLUS,1,0,2,2007,1,1,1,1,15,14.6,57.3,273,1210,232,0.27,4.05,0.79,0.21,16,0,607136,891622,749379,11.8671561316981,NA,11.8671561316981,0.98306287468355,0.18545712422426,16,1,NA,0.5373,0.5373,NA,85.3561,NA,8.3269,NA,13.0582,85.3561,13.0582,8.3269,NA,13.5,NA,1,NA,0,13.5,1,0
D229776,2005,LEH,D776,Lehtusuo,3,0,LLUS,1,0,3,2008,1,0,NA,0,15,14.6,NA,NA,NA,NA,NA,NA,0.05,NA,NA,0,NA,NA,NA,NA,NA,NA,0.98306287468355,0.18545712422426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229777,2005,SAA,D777,Saarisuo,3,1,LLS,3,1,1,2006,1,1,1,1,8,10.4,60.2,265,1250,185,0.208,2.51,0.75,0,39.92,0,NA,483505,483505,NA,NA,NA,1.01340681145957,0.155919491625796,3,0,NA,0.5465,0.5465,NA,70.3357,NA,7.2178,NA,12.4137,70.3357,12.4137,7.2178,NA,2,NA,0,NA,0,2,0,0
D229777,2005,SAA,D777,Saarisuo,3,1,LLS,3,1,2,2007,1,1,2,1,18,14.6,59.5,271,1300,222,0.249,2.56,0.77,0.14,22.02,1,NA,303916,303916,NA,NA,NA,1.01340681145957,0.155919491625796,0,0,NA,0.49702380952381,0.49702380952381,NA,82.2946,NA,8.3738,NA,12.5193,82.2946,12.5193,8.3738,NA,41,NA,0,NA,0,41,0,0
D229777,2005,SAA,D777,Saarisuo,3,1,LLS,3,1,3,2008,1,1,3,0,21,14.6,59.3,270,1365,NA,0.263,4.92,0.96,0.17,16.03,0,NA,574324,574324,NA,NA,NA,1.01340681145957,0.155919491625796,0,0,NA,0.4929,0.4929,NA,71.5958,NA,7.778,NA,11.726,71.5958,11.726,7.778,NA,80,NA,0.5,NA,NA,80,0.5,NA
D229780,2005,SAA,D780,Saarisuo,3,1,LLS,2,2,1,2006,1,0,NA,1,8,10.4,59.2,259,1220,181,0.218,2.64,0.01,NA,NA,0,NA,955966,955966,NA,NA,NA,0.997396209357179,0.154267419469695,6,0,NA,0.5298,0.5298,NA,61.0972,NA,6.7924,NA,11.4585,61.0972,11.4585,6.7924,NA,0,NA,0,NA,0,0,0,0
D229780,2005,SAA,D780,Saarisuo,3,1,LLS,2,2,2,2007,1,1,1,1,18,14.6,60.3,268,1220,227,0.263,3.95,0.88,0.28,15.03,2,NA,NA,NA,NA,NA,NA,0.997396209357179,0.154267419469695,1,0,NA,0.5138,0.5138,NA,74.4732,NA,7.7037,NA,12.3149,74.4732,12.3149,7.7037,NA,1,NA,1,NA,1,1,1,1
D229780,2005,SAA,D780,Saarisuo,3,1,LLS,2,2,3,2008,1,1,2,0,21,14.6,60.5,272,1330,226,NA,7.31,0.84,0.19,21.4,0,NA,718450,718450,NA,NA,NA,0.997396209357179,0.154267419469695,1,1,NA,0.5222,0.5222,NA,78.9734,NA,7.279,NA,13.821,78.9734,13.821,7.279,NA,NA,NA,0.5,NA,NA,NA,0.5,NA
D229783,2004,NYR,D783,Nyrölä,4,NA,NA,NA,NA,2,2006,1,1,NA,NA,NA,10.4,57.2,268,1260,233,0.276,NA,0.75,NA,18.36,0,728838,689993,709415.5,10.3050040246236,NA,10.3050040246236,0.984401212220748,0.161315870334254,NA,NA,0.4508,0.5355,0.49315,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.5,0,0.5,1,0,4,0.25,0.5
D229783,2004,NYR,D783,Nyrölä,4,NA,NA,NA,NA,3,2007,1,1,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,1,0.28,5.1,1,NA,NA,NA,NA,NA,NA,0.984401212220748,0.161315870334254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229783,2004,NYR,D783,Nyrölä,4,NA,NA,NA,NA,4,2008,1,1,NA,NA,NA,14.6,57.6,268,1280,232,0.244,5.36,0.93,0.14,5.59,6,NA,NA,NA,NA,NA,NA,0.984401212220748,0.161315870334254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229784,2005,NYR,D784,Nyrölä,3,0,LLUS,3,0,1,2006,1,1,1,1,14,10.4,58.4,264,1180,196,0.265,1.07,0.52,0.02,34.93,0,NA,819169,819169,NA,NA,NA,0.99825745206711,0.147791278096789,6,0,NA,0.5244,0.5244,NA,65.9218,NA,7.3125,NA,11.484,65.9218,11.484,7.3125,NA,0,NA,3.5,NA,0,0,3.5,0
D229784,2005,NYR,D784,Nyrölä,3,0,LLUS,3,0,2,2007,1,1,2,1,20,14.6,NA,NA,NA,NA,NA,NA,0.4,0.19,39.41,0,NA,NA,NA,NA,NA,NA,0.99825745206711,0.147791278096789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229784,2005,NYR,D784,Nyrölä,3,0,LLUS,3,0,3,2008,1,1,3,0,25,14.6,58,275,1290,219,0.295,3.3,0.84,0.18,21.55,0,NA,1024260,1024260,NA,NA,NA,0.99825745206711,0.147791278096789,0,6,NA,0.5182,0.5182,NA,69.4766,NA,7.496,NA,11.807,69.4766,11.807,7.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237206,2005,KUM,D206,Kummunsuo,3,1,LLS,2,3,1,2006,0,0,NA,1,23,10.4,58.4,260,1175,197,0.234,1.82,0,NA,NA,0,NA,1379018,1379018,NA,NA,NA,0.963707380443455,0.185569900115205,7,0,NA,0.5365,0.5365,NA,75.2071,NA,7.7765,NA,12.3198,75.2071,12.3198,7.7765,NA,36,NA,0,NA,0,36,0,0
D237206,2005,KUM,D206,Kummunsuo,3,1,LLS,2,3,2,2007,1,1,1,1,31,14.6,NA,NA,NA,NA,NA,NA,0.32,0.17,4.24,0,NA,NA,NA,NA,NA,NA,0.963707380443455,0.185569900115205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237206,2005,KUM,D206,Kummunsuo,3,1,LLS,2,3,3,2008,1,1,2,0,38,14.6,59.2,263,1300,239,0.229,2.88,0.9,0.28,14.87,3,NA,1150796,1150796,NA,NA,NA,0.963707380443455,0.185569900115205,3,2,NA,0.5129,0.5129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237232,2006,SAA,D232,Saarisuo,2,1,LLS,2,1,1,2007,1,1,1,1,18,14.6,59.2,264,1120,184,0.242,2.21,0.47,0.08,17.89,0,NA,528336,528336,NA,NA,NA,1.00599512839754,0.165818036808439,4,0,NA,0.496,0.496,NA,71.2024,NA,7.2389,NA,12.5301,71.2024,12.5301,7.2389,NA,2,NA,0,NA,0,2,0,0
D237232,2006,SAA,D232,Saarisuo,2,1,LLS,2,1,2,2008,1,1,2,0,21,14.6,59.1,262,1200,222,0.279,3.27,0.98,0.25,23.09,1,NA,732204,732204,NA,NA,NA,1.00599512839754,0.165818036808439,6,0,NA,0.4977,0.4977,NA,67.6583,NA,7.4246,NA,11.6086,67.6583,11.6086,7.4246,NA,1.5,NA,NA,NA,NA,1.5,NA,NA
D237235,2007,KUM,D235,Kummunsuo,1,0,SLUS,1,0,1,2008,1,1,1,0,38,14.6,57.1,265,1180,190,0.289,2.2,0.77,0.23,24.52,0,NA,1197277,1197277,NA,NA,NA,1.01857909437893,0.153475658173266,10,0,NA,0.5578,0.5578,NA,71.5793,NA,7.4657,NA,12.2136,71.5793,12.2136,7.4657,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,1,2007,1,1,1,1,31,14.6,60,260,1190,180,0.247,0.834,0.6,0.38,24.04,0,NA,1148356,1148356,NA,NA,NA,0.98660908967145,0.149771720405133,1,0,NA,0.5466,0.5466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,0,NA,0,115,0,0
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,2,2008,1,1,2,1,38,14.6,60.7,269,1300,213,0.237,3.9,0.81,0.24,5.1,0,NA,1206587,1206587,NA,NA,NA,0.98660908967145,0.149771720405133,6,0,NA,0.5185,0.5185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,115,NA,NA
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,3,2009,1,1,3,1,21,10.5,60.4,266,1310,208,0.241,4.3,0.92,0.04,15,0,NA,804680,804680,NA,5.38118919982328,5.38118919982328,0.98660908967145,0.149771720405133,7,0,NA,0.4815,0.4815,NA,83.9314,NA,7.9188,NA,13.5019,83.9314,13.5019,7.9188,NA,500,NA,NA,NA,NA,500,NA,NA
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,4,2010,1,1,4,1,18,8.9,60.7,269,1300,216,0.232,3.7,1,0.21,23.02,0,NA,1080872,1080872,NA,NA,NA,0.98660908967145,0.149771720405133,5,0,NA,0.5008,0.5008,NA,82.004,NA,7.6941,NA,13.5771,82.004,13.5771,7.6941,NA,300,NA,NA,NA,NA,300,NA,NA
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,5,2011,1,1,5,1,30,11.5,60.8,271,1310,214,0.242,4.08,0.96,0.23,21.93,0,NA,NA,NA,NA,NA,NA,0.98660908967145,0.149771720405133,6,0,NA,0.5165,0.5165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,0,NA,0.5,125,0,0.5
D237258,2006,KUM,D258,Kummunsuo,6,1,LLS,6,15,6,2012,1,1,6,0,35,19.4,59.8,266,1280,208,NA,4.32,0.84,0.49,9.22,15,NA,NA,NA,NA,NA,NA,0.98660908967145,0.149771720405133,8,3,NA,0.5,0.5,NA,68.0643,NA,7.324,NA,11.8387,68.0643,11.8387,7.324,NA,NA,NA,0,NA,NA,NA,0,NA
D237276,2006,NYR,D276,Nyrölä,2,0,LLUS,1,0,1,2007,1,0,NA,1,20,14.6,60.7,271,1170,197,0.23,0.89,0.15,NA,NA,0,NA,NA,NA,NA,NA,NA,0.994191278395855,0.149300279601303,0,0,NA,0.4849,0.4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,14,0,0
D237276,2006,NYR,D276,Nyrölä,2,0,LLUS,1,0,2,2008,1,1,1,0,25,14.6,60.1,271,1370,232,NA,6.05,0.96,0.19,18,0,NA,985290,985290,NA,NA,NA,0.994191278395855,0.149300279601303,0,3,NA,0.4962,0.4962,NA,59.7388,NA,6.8134,NA,11.1693,59.7388,11.1693,6.8134,NA,14,NA,NA,NA,NA,14,NA,NA
D237277,2005,NYR,D277,Nyrölä,2,NA,NA,NA,NA,2,2007,1,1,NA,NA,NA,14.6,59.1,278,1270,227,0.278,NA,0.94,0.27,19.65,2,3044136,2351757,2697946.5,7.86343343610859,NA,7.86343343610859,1.02249289452943,0.143390342764176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5,NA,0,1,0.5,0
D237278,2005,NYR,D278,Nyrölä,2,NA,NA,NA,NA,2,2007,1,1,NA,NA,NA,14.6,59.5,276,1225,220,0.246,NA,0.97,0.39,12.04,1,652468,627012,639740,13.8541882125188,NA,13.8541882125188,0.975901723286836,0.169814685851831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11,NA,0.5,0,11,0.5
D237300,2006,LEH,D300,Lehtusuo,1,0,SLUS,1,0,1,2007,1,1,1,0,15,14.6,58.1,263,1070,197,0.273,1.13,0.62,0.31,24.17,0,NA,609293,609293,NA,NA,NA,1.00933725954349,0.165008525235807,6,0,NA,0.536,0.536,NA,64.505,NA,7.4356,NA,11.0512,64.505,11.0512,7.4356,NA,4.5,NA,0,NA,0,4.5,0,0
D237304,2006,TEE,D304,Teerisuo,2,0,LLUS,1,0,1,2007,0,0,NA,1,17,14.6,58.1,257,1040,191,0.226,2.44,0,NA,NA,0,NA,765418,765418,NA,NA,NA,1.00835344131223,0.150481277390332,8,0,NA,0.5221,0.5221,NA,66.6251,NA,7.4859,NA,11.3376,66.6251,11.3376,7.4859,NA,25,NA,0,NA,0,25,0,0
D237304,2006,TEE,D304,Teerisuo,2,0,LLUS,1,0,2,2008,1,1,1,0,9,14.6,57.9,265,1180,231,0.268,4.41,0.84,0.13,16.62,0,NA,623296,623296,NA,NA,NA,1.00835344131223,0.150481277390332,5,11,NA,0.5138,0.5138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,25,NA,NA
D237307,2006,LEH,D307,Lehtusuo,2,0,LLUS,1,0,1,2007,0,0,NA,1,15,14.6,58.9,267,1080,196,0.241,1.28,0,NA,NA,0,NA,1909100,1909100,NA,NA,NA,0.986795867509447,0.154838885559354,9,0,NA,0.544338246296573,0.544338246296573,NA,83.557,NA,8.0981,NA,13.1441,83.557,13.1441,8.0981,NA,0,NA,0,NA,0,0,0,0
D237307,2006,LEH,D307,Lehtusuo,2,0,LLUS,1,0,2,2008,1,1,1,0,15,14.6,59.5,268,1230,236,0.241,4.06,0.47,0,29.02,0,NA,3899880,3899880,NA,NA,NA,0.986795867509447,0.154838885559354,6,2,NA,0.5129,0.5129,NA,63.6763,NA,6.5651,NA,12.3557,63.6763,12.3557,6.5651,NA,0,NA,NA,NA,NA,0,NA,NA
D237310,2006,KUM,D310,Kummunsuo,2,0,LLUS,1,0,1,2007,1,0,NA,1,31,14.6,60.5,272,1130,200,0.215,1.5,0.23,NA,NA,0,NA,807418,807418,NA,NA,NA,1.00896983231639,0.15150434093679,11,0,NA,0.4914,0.4914,NA,83.5834,NA,8.0077,NA,13.2966,83.5834,13.2966,8.0077,NA,NA,NA,1.5,NA,NA,NA,1.5,NA
D237310,2006,KUM,D310,Kummunsuo,2,0,LLUS,1,0,2,2008,1,1,1,0,38,14.6,61.6,275,1340,237,0.258,5.73,0.33,0.29,26.08,0,NA,921780,921780,NA,NA,NA,1.00896983231639,0.15150434093679,9,7,NA,0.5471,0.5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,30.5,NA,NA
D237311,2006,KUM,D311,Kummunsuo,3,1,LLS,3,2,1,2007,1,1,1,1,31,14.6,60.6,273,1200,180,0.242,1.9,0.77,0.45,29.15,0,NA,NA,NA,NA,NA,NA,0.992434415072353,0.162315456038665,11,0,NA,0.5104,0.5104,NA,81.9944,NA,7.7174,NA,13.5345,81.9944,13.5345,7.7174,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237311,2006,KUM,D311,Kummunsuo,3,1,LLS,3,2,2,2008,1,1,2,1,38,14.6,NA,NA,NA,NA,0.242,NA,0.9,0.28,18.6,2,NA,NA,NA,NA,NA,NA,0.992434415072353,0.162315456038665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237311,2006,KUM,D311,Kummunsuo,3,1,LLS,3,2,3,2009,1,1,3,0,21,10.5,NA,NA,NA,NA,NA,NA,0.93,0.31,12.73,0,NA,NA,NA,NA,NA,NA,0.992434415072353,0.162315456038665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,1,2007,1,0,NA,1,31,14.6,59.6,267,1140,190,0.247,1.02,0.11,NA,NA,0,NA,1001185,1001185,NA,NA,NA,1.0200243855357,0.146807517879851,12,0,NA,0.526,0.526,NA,74.2156,NA,7.5818,NA,12.4697,74.2156,12.4697,7.5818,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,2,2008,1,1,1,1,38,14.6,59.2,271,1290,234,0.296,4.89,0.77,0.43,15.04,0,NA,869270,869270,NA,NA,NA,1.0200243855357,0.146807517879851,6,0,NA,0.5137,0.5137,NA,75.2506,NA,7.5734,NA,12.6575,75.2506,12.6575,7.5734,NA,9,NA,NA,NA,NA,9,NA,NA
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,3,2009,1,1,2,1,21,10.5,59.4,269,1320,230,0.224,3.52,0.82,0.16,25.24,1,NA,1184322,1184322,NA,6.61989433245978,6.61989433245978,1.0200243855357,0.146807517879851,7,2,NA,0.5391,0.5391,NA,74.5439,NA,7.0752,NA,13.4215,74.5439,13.4215,7.0752,NA,90,NA,NA,NA,NA,90,NA,NA
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,4,2010,1,1,3,1,18,8.9,60.3,271,1270,227,0.219,3.6,0.99,0.16,7.43,0,NA,1700940,1700940,NA,NA,NA,1.0200243855357,0.146807517879851,0,9,NA,0.5302,0.5302,NA,84.56,NA,8.0635,NA,13.3589,84.56,13.3589,8.0635,NA,24,NA,NA,NA,NA,24,NA,NA
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,5,2011,1,1,4,1,30,11.5,60.2,272,1290,227,0.244,3.48,0.96,0.46,10.06,0,NA,NA,NA,NA,NA,NA,1.0200243855357,0.146807517879851,6,3,NA,0.5259,0.5259,NA,82.2168,NA,7.7179,NA,13.5704,82.2168,13.5704,7.7179,NA,20,NA,0,NA,0.5,20,0,0.5
D237313,2006,KUM,D313,Kummunsuo,6,1,LLS,5,1,6,2012,1,1,5,0,35,19.4,59.7,273,1330,236,NA,3.45,1,0.24,11,0,NA,NA,NA,NA,NA,NA,1.0200243855357,0.146807517879851,3,10,NA,0.5074,0.5074,NA,91.8841,NA,8.7796,NA,13.332,91.8841,13.332,8.7796,NA,NA,NA,0,NA,NA,NA,0,NA
D237325,2006,KUM,D325,Kummunsuo,2,0,LLUS,1,0,1,2007,1,0,NA,1,31,14.6,60.1,272,1150,190,0.257,2.88,0.02,NA,NA,0,NA,1351233,1351233,NA,NA,NA,0.99529206670816,0.149261690226009,14,0,NA,0.525,0.525,NA,77.1466,NA,7.908,NA,12.4274,77.1466,12.4274,7.908,NA,2,NA,0,NA,0,2,0,0
D237325,2006,KUM,D325,Kummunsuo,2,0,LLUS,1,0,2,2008,1,1,1,0,38,14.6,59.2,276,1240,225,0.29,6.32,0.56,0.28,57.04,0,NA,877627,877627,NA,NA,NA,0.99529206670816,0.149261690226009,16,0,NA,0.5168,0.5168,NA,74.1081,NA,7.3513,NA,12.842,74.1081,12.842,7.3513,NA,2,NA,NA,NA,NA,2,NA,NA
D237337,2006,KUM,D337,Kummunsuo,4,1,LLS,4,2,1,2007,1,1,1,1,31,14.6,58.4,259,1130,176,0.237,1.7,0.86,0.27,20.81,2,NA,1232189,1232189,NA,NA,NA,0.990354104640587,0.1543579303446,10,0,NA,0.499,0.499,NA,85.2217,NA,8.323,NA,13.0438,85.2217,13.0438,8.323,NA,37.5,NA,0,NA,0,37.5,0,0
D237337,2006,KUM,D337,Kummunsuo,4,1,LLS,4,2,2,2008,1,1,2,1,38,14.6,59.6,271,1315,222,0.251,3.13,0.69,0.14,22.56,0,NA,1214854,1214854,NA,NA,NA,0.990354104640587,0.1543579303446,4,14,NA,0.5185,0.5185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,37.5,NA,NA
