id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D217821,2002,NYR,D821,Nyrölä,4,3,LLS,3,7,1,2003,0,0,NA,1,13,7.4,59,266,1220,204,0.258,2.7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1.02593377561342,0.143737759661804,NA,NA,0.5389,NA,0.5389,63.7399,NA,6.956,NA,11.673,NA,63.7399,11.673,6.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217821,2002,NYR,D821,Nyrölä,4,3,LLS,3,7,2,2004,1,1,1,1,13,7,58,272,1270,227,0.267,2.43,0.76,0.14,37,1,390865,525639,458252,NA,NA,NA,1.02593377561342,0.143737759661804,0,0,0.5299,0.5232,0.52655,NA,83.8324,NA,8.676,NA,12.309,83.8324,12.309,8.676,NA,NA,NA,NA,7,NA,NA,NA,7
D217821,2002,NYR,D821,Nyrölä,4,3,LLS,3,7,3,2005,1,1,2,1,15,7.1,57.5,281,1300,233,0.296,4.16,0.82,0.16,19.24,4,2192074,NA,2192074,20.7290872262485,NA,20.7290872262485,1.02593377561342,0.143737759661804,0,0,0.533,NA,0.533,99.1709,NA,9.134,NA,13.831,NA,99.1709,13.831,9.134,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217821,2002,NYR,D821,Nyrölä,4,3,LLS,3,7,4,2006,1,1,3,0,14,10.4,58.6,271,1280,NA,NA,4.21,0.89,0.15,3.16,2,7565227,4017880,5791553.5,7.27806100510452,NA,7.27806100510452,1.02593377561342,0.143737759661804,0,0,0.4824,0.5,0.4912,NA,67.3436,NA,7.9391,NA,10.8057,67.3436,10.8057,7.9391,140,67.5,0,0.5,11.5,2,103.75,0.25,6.75
D217831,2003,TEE,D831,Teerisuo,3,2,LLS,2,9,1,2004,0,0,NA,1,10,7,59.7,272,1170,212,0.249,1.11,0,NA,NA,0,338833,376301,357567,NA,NA,NA,0.984970222234681,0.153020666197699,6,0,NA,0.5414,0.5414,NA,72.6072,NA,7.3567,NA,12.5726,72.6072,12.5726,7.3567,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217831,2003,TEE,D831,Teerisuo,3,2,LLS,2,9,2,2005,1,1,1,1,6,7.1,59,275,1290,230,0.25,4.78,1,0.44,3,4,NA,603114,603114,NA,14.9551944573002,14.9551944573002,0.984970222234681,0.153020666197699,4,8,NA,0.5048,0.5048,NA,76.6987,NA,7.4621,NA,13.0935,76.6987,13.0935,7.4621,NA,95,NA,0.5,NA,0,95,0.5,0
D217831,2003,TEE,D831,Teerisuo,3,2,LLS,2,9,3,2006,1,1,2,1,13,10.4,NA,NA,NA,NA,NA,NA,0.97,0.55,9.22,5,NA,NA,NA,NA,NA,NA,0.984970222234681,0.153020666197699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217835,2003,TEE,D835,Teerisuo,4,3,LLS,4,10,1,2004,1,1,1,1,10,7,61.7,271,1160,191,0.258,0.44,0.83,0.12,24.08,0,NA,338821,338821,NA,NA,NA,0.98361683786686,0.159416715249493,1,0,NA,0.4698,0.4698,NA,72.9284,NA,7.5097,NA,12.3709,72.9284,12.3709,7.5097,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217835,2003,TEE,D835,Teerisuo,4,3,LLS,4,10,2,2005,1,1,2,1,6,7.1,61,273,1310,NA,0.273,3.42,1,0.15,12.17,2,NA,779862,779862,NA,29.1166097368035,29.1166097368035,0.98361683786686,0.159416715249493,0,0,NA,0.5322,0.5322,NA,81.5156,NA,8.0525,NA,12.8956,81.5156,12.8956,8.0525,NA,97.5,NA,0.5,NA,0,97.5,0.5,0
D217835,2003,TEE,D835,Teerisuo,4,3,LLS,4,10,3,2006,1,1,3,1,13,10.4,NA,NA,NA,NA,NA,NA,0.94,0.51,2.24,2,NA,NA,NA,NA,NA,NA,0.98361683786686,0.159416715249493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217835,2003,TEE,D835,Teerisuo,4,3,LLS,4,10,4,2007,1,1,4,0,17,14.6,NA,NA,NA,NA,NA,NA,0.86,0.33,5.66,6,NA,NA,NA,NA,NA,NA,0.98361683786686,0.159416715249493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217864,2002,TEE,D864,Teerisuo,2,0,LLUS,1,0,1,2003,0,0,NA,1,8,7.4,61.3,271,1330,178,0.203,1.32,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1.00308767861384,0.138148839347965,NA,NA,NA,0.5023,0.5023,NA,81.5752,NA,8.2402,NA,12.6111,81.5752,12.6111,8.2402,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217864,2002,TEE,D864,Teerisuo,2,0,LLUS,1,0,2,2004,1,1,1,0,10,7,63.2,277,1290,233,0.257,2.48,0.42,0.11,21.95,0,NA,945647.5,945647.5,NA,NA,NA,1.00308767861384,0.138148839347965,7,0,NA,0.5134,0.5134,NA,82.8075,NA,7.9624,NA,13.2481,82.8075,13.2481,7.9624,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217870,2003,NYR,D870,Nyrölä,1,0,SLUS,1,0,1,2004,1,1,1,0,13,7,61.1,271,1230,192,0.237,1.1,0.91,0.06,16.28,0,1169624,760257,896712.666666667,NA,NA,NA,0.996193429720166,0.152335564883068,9,0,NA,0.548,0.548,NA,67.314,NA,7.3032,NA,11.7415,67.314,11.7415,7.3032,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217891,2003,LEH,D891,Lehtusuo,2,0,LLUS,2,0,1,2004,1,1,1,1,5,7,60.4,271,1210,186,0.275,1.08,0.83,0,39.45,0,NA,702894,702894,NA,NA,NA,1.00087799619544,0.144991391589024,NA,NA,NA,0.548,0.548,NA,83.2086,NA,8.2632,NA,12.8277,83.2086,12.8277,8.2632,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217891,2003,LEH,D891,Lehtusuo,2,0,LLUS,2,0,2,2005,1,1,2,0,7,7.1,60,278,1320,210,0.281,3.3,0.87,0.26,15.65,0,NA,742592,742592,NA,25.2403902482621,25.2403902482621,1.00087799619544,0.144991391589024,0,1,NA,0.5235,0.5235,NA,81.1869,NA,7.7388,NA,13.3642,81.1869,13.3642,7.7388,NA,41,NA,0.5,NA,0,41,0.5,0
D217896,2002,KUM,D896,Kummunsuo,6,NA,NA,NA,NA,2,2004,1,0,NA,NA,NA,7,61.4,275,1310,211,0.274,3.87,0.28,0.21,23.05,0,NA,NA,NA,NA,NA,NA,1.01421397642446,0.145840894555848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217896,2002,KUM,D896,Kummunsuo,6,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,59.7,280,1360,216,0.282,4.64,0.94,0.48,1.41,5,NA,NA,NA,NA,NA,NA,1.01421397642446,0.145840894555848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217896,2002,KUM,D896,Kummunsuo,6,NA,NA,NA,NA,4,2006,1,1,NA,NA,NA,10.4,60.7,284,1390,220,0.247,NA,0.89,NA,6.95,9,973296,1128735.5,1076922.33333333,6.92376198844638,NA,6.92376198844638,1.01421397642446,0.145840894555848,NA,NA,0.5173,0.5008,0.50905,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,135,0,0,1.5,0.5,112.5,0,1
D217896,2002,KUM,D896,Kummunsuo,6,NA,NA,NA,NA,5,2007,1,1,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,0.96,0.47,26.93,3,NA,NA,NA,NA,NA,NA,1.01421397642446,0.145840894555848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217896,2002,KUM,D896,Kummunsuo,6,NA,NA,NA,NA,6,2008,1,1,NA,NA,NA,14.6,61.7,272,1280,216,0.213,6.31,0.8,0.24,0.24,4,NA,NA,NA,NA,NA,NA,1.01421397642446,0.145840894555848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217897,2003,KUM,D897,Kummunsuo,3,0,LLUS,2,0,1,2004,1,1,1,1,16,7,59.2,260,1170,194,0.265,1.11,0.36,0.2,61.52,0,1034577,1295181,1164879,NA,NA,NA,0.987638678603029,0.162781512811112,3,0,NA,0.55,0.55,NA,78.5524,NA,7.8821,NA,12.6954,78.5524,12.6954,7.8821,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217897,2003,KUM,D897,Kummunsuo,3,0,LLUS,2,0,2,2005,0,0,2,1,16,7.1,57.6,267,1290,239,0.278,3.74,NA,NA,NA,0,NA,1198149,1198149,NA,14.6572717485342,14.6572717485342,0.987638678603029,0.162781512811112,3,0,NA,0.5247,0.5247,NA,67.115,NA,7.2462,NA,11.7988,67.115,11.7988,7.2462,NA,61,NA,97.5,NA,0.5,61,97.5,0.5
D217897,2003,KUM,D897,Kummunsuo,3,0,LLUS,2,0,3,2006,1,1,3,0,23,10.4,59,268,1270,240,0.254,5.57,0.78,0.32,31,0,NA,1925310,1925310,NA,NA,NA,0.987638678603029,0.162781512811112,5,0,NA,0.5124,0.5124,NA,71.9821,NA,7.7721,NA,11.7983,71.9821,11.7983,7.7721,NA,155.5,NA,0,NA,0,155.5,0,0
D217910,2002,NYR,D910,Nyrölä,4,NA,NA,NA,NA,2,2004,1,1,NA,NA,NA,7,59.1,269,1260,233,NA,16.28,0.96,0.39,16.28,0,NA,NA,NA,NA,NA,NA,0.982341733981239,0.174880592375449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217910,2002,NYR,D910,Nyrölä,4,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,58.2,271,1260,233,0.256,4.27,0.95,0.24,10,0,3753791,2491840,3122815.5,40.7799864266296,23.7109945558096,35.0903224696896,0.982341733981239,0.174880592375449,NA,NA,0.5175,0.523,0.52025,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,3.5,0,17,2,0,34.25,8.5,1
D217910,2002,NYR,D910,Nyrölä,4,NA,NA,NA,NA,4,2006,1,0,NA,NA,NA,10.4,57.9,274,1270,232,0.256,NA,0.97,NA,47,0,2166310,2903119,2657516,9.00077060436176,NA,9.00077060436176,0.982341733981239,0.174880592375449,NA,NA,0.5085,0.5,0.50425,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,28,4,3.5,17.5,1.5,81.5,3.75,9.5
D217911,2002,NYR,D911,Nyrölä,4,NA,NA,NA,NA,2,2004,1,1,NA,NA,NA,7,57,266,1210,223,NA,2.91,0.97,0.21,18.25,0,NA,NA,NA,NA,NA,NA,0.990410314154059,0.150687413002823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217911,2002,NYR,D911,Nyrölä,4,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,52.8,265,1280,224,0.279,3.39,0.83,0.26,15.23,0,795509,879490,837499.5,34.028098524245,13.5873231526539,27.2145067337147,0.990410314154059,0.150687413002823,NA,NA,0.5306,0.5521,0.54135,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,72.5,0,0,4.25,1,97.5,0,2.625
D217911,2002,NYR,D911,Nyrölä,4,NA,NA,NA,NA,4,2006,0,0,NA,NA,NA,10.4,57.2,267,1270,225,0.272,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990410314154059,0.150687413002823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217932,2004,KUM,D932,Kummunsuo,2,0,LLUS,1,0,1,2005,0,0,NA,1,16,7.1,59.7,270,1250,202,0.292,1.7,0,NA,NA,0,NA,1313842,1313842,NA,42.4259104666664,42.4259104666664,0.994245849470852,0.14868258273505,6,0,NA,0.5192,0.5192,NA,66.6193,NA,7.085,NA,11.9782,66.6193,11.9782,7.085,NA,0,NA,0,NA,3,0,0,3
D217932,2004,KUM,D932,Kummunsuo,2,0,LLUS,1,0,2,2006,1,1,1,0,23,10.4,NA,NA,NA,NA,NA,NA,0.81,0.31,14.32,0,NA,NA,NA,7.22555945777588,NA,7.22555945777588,0.994245849470852,0.14868258273505,NA,NA,0.522,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5,NA,0,NA,4.5,NA,127.5,0,4.5
D217947,2004,NYR,D947,Nyrölä,4,0,LLUS,3,0,1,2005,0,0,NA,1,15,7.1,56,250,1020,165,0.26,0.71,0,NA,NA,0,602510,NA,602510,28.1292857613374,NA,28.1292857613374,1.00725647985954,0.160701025301898,7,0,0.5053,NA,0.5053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217947,2004,NYR,D947,Nyrölä,4,0,LLUS,3,0,2,2006,1,1,1,1,14,10.4,56.8,255,1240,210,0.205,1.72,0.53,0,35.44,0,NA,611708,611708,NA,NA,NA,1.00725647985954,0.160701025301898,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217947,2004,NYR,D947,Nyrölä,4,0,LLUS,3,0,3,2007,1,1,2,1,20,14.6,55.4,261,1120,216,0.26,1.42,0.78,0.13,32.2,0,NA,583866,583866,NA,NA,NA,1.00725647985954,0.160701025301898,3,0,NA,0.515,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,1,0,2,1
D217947,2004,NYR,D947,Nyrölä,4,0,LLUS,3,0,4,2008,1,1,3,0,25,14.6,57.1,260,1210,215,0.221,4.01,0.8,0.17,25.5,0,NA,NA,NA,NA,NA,NA,1.00725647985954,0.160701025301898,6,7,NA,0.4962,0.4962,NA,68.8839,NA,7.9787,NA,10.9981,68.8839,10.9981,7.9787,NA,NA,NA,1,NA,NA,NA,1,NA
D217949,2004,NYR,D949,Nyrölä,3,2,LLS,2,16,1,2005,1,0,NA,1,15,7.1,59.5,267,1230,188,0.275,0.75,0.07,NA,NA,0,532796,NA,532796,13.8841190927386,NA,13.8841190927386,1.0218851467025,0.147017189407903,13,0,0.513,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217949,2004,NYR,D949,Nyrölä,3,2,LLS,2,16,2,2006,1,1,1,1,14,10.4,59.7,275,1290,NA,NA,3.32,0.89,0.14,18.12,5,1294993,1006949.5,1102964,4.94599374041167,NA,4.94599374041167,1.0218851467025,0.147017189407903,6,0,0.4151,0.5075,0.4613,NA,40.7868,NA,5.1737,NA,10.0426,40.7868,10.0426,5.1737,0.5,0,0,0,8,0,0.25,0,4
D217949,2004,NYR,D949,Nyrölä,3,2,LLS,2,16,3,2007,1,1,2,0,20,14.6,60.8,269,1300,234,0.266,3.26,0.94,0.41,4,11,1514443,882862,1198652.5,2.51129055121457,NA,2.51129055121457,1.0218851467025,0.147017189407903,7,0,NA,0.4947,0.4947,NA,80.7931,NA,8.3662,NA,12.302,80.7931,12.302,8.3662,NA,0.75,NA,1,NA,1.5,0.75,1,1.5
D217961,2002,NYR,D961,Nyrölä,5,NA,NA,NA,NA,2,2004,1,1,NA,NA,NA,7,59.5,269,1270,223,0.284,3.7,0.96,0.65,18.82,1,NA,NA,NA,NA,NA,NA,0.994397361435384,0.148886086574848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217961,2002,NYR,D961,Nyrölä,5,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,60,269,1310,226,0.261,4.66,1,0.32,5.1,2,NA,NA,NA,NA,NA,NA,0.994397361435384,0.148886086574848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217961,2002,NYR,D961,Nyrölä,5,NA,NA,NA,NA,4,2006,1,1,NA,NA,NA,10.4,60,265,1360,226,0.235,NA,0.98,NA,43,0,2992963,2714255,2807157.66666667,7.4275701516434,NA,7.4275701516434,0.994397361435384,0.148886086574848,NA,NA,0.513,0.5145,0.51375,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,62.5,0.5,0.5,32.5,0,88.75,0.5,16.25
D217961,2002,NYR,D961,Nyrölä,5,NA,NA,NA,NA,5,2007,1,1,NA,NA,NA,14.6,60.3,266,1260,226,0.264,3.53,0.99,0.43,12.65,0,NA,NA,NA,NA,NA,NA,0.994397361435384,0.148886086574848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217964,2002,NYR,D964,Nyrölä,4,NA,NA,NA,NA,2,2004,0,0,NA,NA,NA,7,59.4,272,1260,211,0.286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02426963739934,0.152956935078668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217964,2002,NYR,D964,Nyrölä,4,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,58.6,271,1280,226,0.282,4.35,0.94,0.15,11.18,0,NA,NA,NA,NA,NA,NA,1.02426963739934,0.152956935078668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217964,2002,NYR,D964,Nyrölä,4,NA,NA,NA,NA,4,2006,0,0,NA,NA,NA,10.4,58.7,271,1310,219,0.282,NA,1,NA,36.01,3,1230645,786013,934223.666666667,5.84066674840367,NA,5.84066674840367,1.02426963739934,0.152956935078668,NA,NA,0.4891,0.524,0.50655,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,172.5,0,0,16,0,218.75,0,8
D217965,2003,NYR,D965,Nyrölä,4,0,LLUS,3,0,1,2004,0,0,NA,1,13,7,60.7,256,1200,186,0.252,1.32,0,NA,NA,0,912467,1229231,1070849,NA,NA,NA,1.01491695467842,0.151173077129064,0,0,NA,0.563,0.563,NA,65.7283,NA,7.0945,NA,11.8021,65.7283,11.8021,7.0945,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217965,2003,NYR,D965,Nyrölä,4,0,LLUS,3,0,2,2005,1,1,1,1,15,7.1,60.6,258,1250,215,0.242,2.49,0.7,0,37,0,NA,634868,634868,NA,23.6499279548275,23.6499279548275,1.01491695467842,0.151173077129064,0,0,NA,0.52505,0.52505,NA,65.0795,NA,7.0897,NA,11.6936,65.0795,11.6936,7.0897,NA,15.5,NA,6.5,NA,2.5,15.5,6.5,2.5
D217965,2003,NYR,D965,Nyrölä,4,0,LLUS,3,0,3,2006,1,1,2,1,14,10.4,61.2,262,1280,216,0.254,3.33,0.74,0.04,58.01,0,624913,715163.5,685080,10.7653684006671,NA,10.7653684006671,1.01491695467842,0.151173077129064,0,0,0.5079,0.444546498277842,0.476223249138921,NA,56.4397,NA,6.6636,NA,10.7897,56.4397,10.7897,6.6636,77.5,30.25,1,0,7,0.5,53.875,0.5,3.75
D217965,2003,NYR,D965,Nyrölä,4,0,LLUS,3,0,4,2007,1,1,3,0,20,14.6,61.3,262,1280,216,0.242,3.5,0.66,0.04,37.44,0,NA,1119948,1119948,NA,NA,NA,1.01491695467842,0.151173077129064,6,2,NA,0.508955223880597,0.508955223880597,NA,84.1465,NA,8.3329,NA,12.8638,84.1465,12.8638,8.3329,NA,125,NA,0.5,NA,1.5,125,0.5,1.5
D217969,2003,KUM,D969,Kummunsuo,2,0,LLUS,2,0,1,2004,1,1,1,1,16,7,60.2,264,1210,206,0.225,1.66,0.42,0.14,40.03,0,1776872,1187384,1580376,NA,NA,NA,0.994091007654318,0.157198682516866,5,0,NA,0.5318,0.5318,NA,81.7737,NA,7.8552,NA,13.2613,81.7737,13.2613,7.8552,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217969,2003,KUM,D969,Kummunsuo,2,0,LLUS,2,0,2,2005,1,1,2,0,16,7.1,61.4,265,1280,243,0.288,3.34,0.68,0.14,24.33,0,NA,1929226,1929226,NA,24.8116361434555,24.8116361434555,0.994091007654318,0.157198682516866,2,0,NA,0.511,0.511,NA,73.0758,NA,7.1099,NA,13.0931,73.0758,13.0931,7.1099,NA,37.5,NA,7,NA,0,37.5,7,0
D217977,2002,KUM,D977,Kummunsuo,4,NA,NA,NA,NA,2,2004,1,1,NA,NA,NA,7,59.2,264,1250,217,0.255,3.89,1,0.51,20.22,1,NA,NA,NA,NA,NA,NA,1.02247016320855,0.145147695785474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217977,2002,KUM,D977,Kummunsuo,4,NA,NA,NA,NA,3,2005,1,1,NA,NA,NA,7.1,59.4,261,1270,217,0.221,5.59,0.97,0.4,9.01,3,NA,NA,NA,NA,NA,NA,1.02247016320855,0.145147695785474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217977,2002,KUM,D977,Kummunsuo,4,NA,NA,NA,NA,4,2006,1,1,NA,NA,NA,10.4,59.8,269,1280,221,0.24,NA,0.94,NA,5.1,2,1052590,1507752.5,1356031.66666667,8.12832735730673,NA,8.12832735730673,1.02247016320855,0.145147695785474,NA,NA,0.5452,0.5442,0.544866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,122.5,0,0,7.25,1,171.25,0,4.125
D217993,2003,TEE,D993,Teerisuo,5,1,LLS,3,1,1,2004,0,0,NA,1,10,7,57.9,257,1130,184,0.273,2.95,0,NA,NA,0,1411281,1272980,1342130.5,NA,NA,NA,1.01665090125288,0.159728447380582,8,0,NA,0.5143,0.5143,NA,59.378,NA,6.5181,NA,11.6048,59.378,11.6048,6.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217993,2003,TEE,D993,Teerisuo,5,1,LLS,3,1,2,2005,1,0,NA,1,6,7.1,NA,NA,NA,NA,NA,NA,0.08,NA,NA,0,NA,NA,NA,NA,NA,NA,1.01665090125288,0.159728447380582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217993,2003,TEE,D993,Teerisuo,5,1,LLS,3,1,3,2006,1,1,1,1,13,10.4,NA,NA,NA,NA,NA,NA,0.89,0.27,15.56,0,NA,NA,NA,NA,NA,NA,1.01665090125288,0.159728447380582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217993,2003,TEE,D993,Teerisuo,5,1,LLS,3,1,4,2007,1,1,2,1,17,14.6,60.7,264,1260,208,0.244,6.58,0.89,0.28,8.49,0,NA,NA,NA,NA,NA,NA,1.01665090125288,0.159728447380582,9,0,NA,0.4939,0.4939,NA,74.7366,NA,7.2894,NA,13.0609,74.7366,13.0609,7.2894,NA,62.5,NA,5.5,NA,2.5,62.5,5.5,2.5
D217993,2003,TEE,D993,Teerisuo,5,1,LLS,3,1,5,2008,1,1,3,0,9,14.6,60.1,263,1260,201,0.263,7.59,0.94,0.34,1.43,1,NA,908287,908287,NA,NA,NA,1.01665090125288,0.159728447380582,12,0,NA,0.4977,0.4977,NA,79.0153,NA,8.0226,NA,12.5466,79.0153,12.5466,8.0226,NA,62.5,NA,0,NA,NA,62.5,0,NA
D229025,2004,KUM,D025,Kummunsuo,3,NA,NA,NA,NA,1,2005,0,0,NA,NA,NA,7.1,57,268,1150,192,0.289,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953933984581474,0.189078551985282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229025,2004,KUM,D025,Kummunsuo,3,NA,NA,NA,NA,2,2006,1,1,NA,NA,NA,10.4,60.1,264,1250,230,0.269,3.86,0.56,NA,NA,0,NA,NA,NA,NA,NA,NA,0.953933984581474,0.189078551985282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA
D229025,2004,KUM,D025,Kummunsuo,3,NA,NA,NA,NA,3,2007,1,1,NA,NA,NA,14.6,58.6,272,1240,232,0.279,NA,0.77,0.2,19.42,1,849045,736184,792614.5,8.90592759060538,NA,8.90592759060538,0.953933984581474,0.189078551985282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229032,2004,LEH,D032,Lehtusuo,4,2,LLS,3,11,1,2005,1,1,1,1,7,7.1,58.2,272,1190,202,0.238,2,0.3,0.33,19.21,0,NA,804797,804797,NA,50.2682835498671,50.2682835498671,1.00709751815998,0.151971328737412,1,0,NA,0.5445,0.5445,NA,73.8517,NA,7.366,NA,12.772,73.8517,12.772,7.366,NA,1,NA,0,NA,0,1,0,0
D229032,2004,LEH,D032,Lehtusuo,4,2,LLS,3,11,2,2006,1,0,2,1,12,10.4,64.5,266,1250,198,0.23,4.55,0.18,NA,NA,0,NA,1110940,1110940,NA,NA,NA,1.00709751815998,0.151971328737412,0,0,NA,0.4816,0.4816,NA,83.681,NA,7.991,NA,13.34,83.681,13.34,7.991,NA,18,NA,0,NA,0,18,0,0
D229032,2004,LEH,D032,Lehtusuo,4,2,LLS,3,11,3,2007,1,1,3,1,15,14.6,58.2,272,1320,234,0.279,6.31,1,0.35,6.08,6,NA,910069,910069,NA,NA,NA,1.00709751815998,0.151971328737412,0,0,NA,0.5338,0.5338,NA,74.8249,NA,7.9242,NA,12.0288,74.8249,12.0288,7.9242,NA,55,NA,0,NA,0,55,0,0
D229032,2004,LEH,D032,Lehtusuo,4,2,LLS,3,11,4,2008,1,1,4,0,15,14.6,58.4,273,1335,243,0.212,6.33,0.95,0.23,14.4,5,NA,1360236,1360236,NA,NA,NA,1.00709751815998,0.151971328737412,0,0,NA,0.5452,0.5452,NA,62.4151,NA,6.564,NA,12.113,62.4151,12.113,6.564,NA,75,NA,0,NA,NA,75,0,NA
D229043,2004,KUM,D043,Kummunsuo,2,1,LLS,2,2,1,2005,1,1,1,1,16,7.1,57.3,269,1235,189,0.281,2.36,0.55,0.59,13.04,0,NA,727265,727265,NA,38.2088026186129,38.2088026186129,0.977061728936765,0.173333411745489,5,0,NA,0.537,0.537,NA,71.3846,NA,7.291,NA,12.4724,71.3846,12.4724,7.291,NA,6.5,NA,0,NA,0,6.5,0,0
