"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"348","413","lib16",3875194,268705,1441,4453403,1326543,12308126,3289613,52.1314016846949,6.9,1.1,25.8,0,0,"directional",1945746,1928007,234708631,7433512,59681137,121512374,35427048,"413_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7433512,0,"20-141",32,30.850847931223,109.597314163211,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_413"
"349","414","lib16",3308155,283145,1560,3769602,1091733,11295285,3295639,48.0352011249119,7,1.1,25,0,0,"directional",1665107,1641488,196904381,6886939,49866778,97007416,33873567,"414_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6886939,0,"20-141",34,32.509836354708,104.012523270498,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_414"
"350","448","lib16",2095636,172779,895,2390769,692560,7313988,2148863,47.4417956035368,7.1,1.2,25.2,0,0,"directional",1056099,1038642,122728724,4417278,31253589,59360595,21717223,"448_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4417278,0,"20-141",35,38.2340233291906,100.979844827516,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib16_448"
"351","449","lib16",3769007,247137,1290,4347884,1265423,12956468,3242925,51.9213552040902,6.8,1,27.3,0,0,"directional",1885994,1881723,232659814,7259069,59245805,120293607,34550627,"449_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7259069,0,"20-141",32,30.6058964866442,111.571106019243,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_449"
"352","450","lib16",3552595,269386,1599,4045190,1115162,13059839,3442031,48.9067887002389,7,1.1,27.5,0,0,"directional",1777155,1773841,211852689,7264012,54133109,105078828,34420561,"450_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7264012,0,"20-141",34,33.1002099593107,104.381141578511,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib16_450"
"353","259","lib17",6644728,544590,3312,7767020,2635315,25773854,6958415,46.9667331154751,6.9,1.2,28.7,0,0,"directional",3347138,3294278,414309602,14147733,105433153,208581128,64119132,"259_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14147733,0,"20-141",34,26.2622238729089,110.293529712499,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_259"
"354","260","lib17",9111060,638682,3415,10748138,3822746,32009487,8215239,50.7156673307921,6.8,1.2,27.8,0,0,"directional",4579439,4528206,580449919,17964981,147312560,303267065,83289923,"260_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",17964981,0,"20-141",32,23.7349713516115,116.18693189823,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_260"
"355","311","lib17",4208748,297750,1746,4972638,1777516,14557842,4312429,47.7240371759512,7,1.4,24.1,0,0,"directional",2124613,2082389,261785725,8818927,66044443,128645377,45787909,"311_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8818927,0,"20-141",34,29.0143817599576,109.381928436419,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib17_311"
"356","312","lib17",8910506,582527,3381,10514577,3539937,32065830,8053034,50.7834946714839,6.8,1.2,27.4,0,0,"directional",4465271,4441854,570981988,17546067,144871171,295184074,84806399,"312_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",17546067,0,"20-141",32,24.0835094932649,116.328913710406,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_312"
"357","313","lib17",937635,77298,285,1114990,423035,3648250,907752,48.7669587061843,7.1,1.4,33.1,0,0,"directional",473055,464295,58074911,1922685,14602625,30897958,7388053,"313_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1922685,0,"20-141",32,41.1924144549781,114.541161968809,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib17_313"
"358","322","lib17",3911985,284830,2391,5052378,2393448,16880080,4838576,43.2962447336258,7.4,1.9,28,0,0,"directional",1963414,1946180,252003366,9035391,63489042,120768983,43419435,"322_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9035391,0,"20-141",35,30.0644155814654,111.418666663125,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib17_322"
"359","323","lib17",5119419,378830,2302,5999329,1909927,19133713,5060929,48.4831205610891,7,1.2,28.2,0,0,"directional",2566946,2550171,313715304,10559178,79809072,158063930,48799333,"323_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10559178,0,"20-141",33,31.6260404556888,110.137208881222,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_323"
"360","329","lib17",1837778,136406,869,2225102,821051,7219780,2189280,44.1406002309615,7,1.4,26.6,0,0,"directional",922534,914375,117313400,4163464,29372636,57707704,19967127,"329_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4163464,0,"20-141",34,33.9632418559081,112.822494442128,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib17_329"
"361","330","lib17",5238338,301091,1890,6233719,2201237,19341818,4811604,50.6069104407261,6.8,1.2,27.9,0,0,"directional",2629564,2606884,340169891,10351033,85971965,176503984,49917168,"330_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10351033,0,"20-141",32,26.5456740358607,117.90146355441,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_330"
"362","331","lib17",2433997,154382,846,2924726,1074013,8818027,2379477,48.9949185322602,7,1.3,26.1,0,0,"directional",1222477,1210674,155262663,4967856,38944106,78548205,24953586,"331_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4967856,0,"20-141",33,32.5728199078865,114.81877856363,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_331"
"363","332","lib17",4259638,270261,1808,5015930,1730317,15202817,4138087,49.142188277646,6.7,1.2,25.5,0,0,"directional",2140400,2117430,274002727,8667986,69362014,138261939,44429710,"332_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8667986,0,"20-141",33,28.3514557661665,114.17918349199,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_332"
"364","333","lib17",6773712,420394,2716,8081385,3033035,24369310,6282859,50.2614052941445,6.6,1.3,26.9,0,0,"directional",3404470,3366526,450144054,13476965,113616378,234707648,66336298,"333_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13476965,0,"20-141",32,24.423928247465,120.846716378651,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_333"
"365","334","lib17",7117457,434050,2931,8418371,2925272,25833979,6435919,50.8846802835633,6.7,1.2,27,0,0,"directional",3570729,3543797,463273239,13987426,117592486,238582788,69920343,"334_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13987426,0,"20-141",32,24.9610690833822,117.213069438223,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_334"
"366","342","lib17",4356390,299950,1885,5155092,1869783,17036660,4275300,48.7748050749918,6.6,1.3,28,0,0,"directional",2197030,2157475,285955393,8931640,72545759,145614326,43733773,"342_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8931640,0,"20-141",33,27.1821007036877,116.822898930096,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_342"
"367","343","lib17",5124445,302676,2234,6110832,2152094,20254659,4761776,50.2944038005291,6.5,1.2,29,0,0,"directional",2564558,2557653,344170057,10188897,87578680,178524651,49549141,"343_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10188897,0,"20-141",32,25.6104443473272,121.141723878453,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_343"
"368","344","lib17",883639,59550,577,1056056,334070,4084898,1016123,45.099453277477,6.3,1.2,25.9,0,0,"directional",441077,441985,59498108,1959312,15583705,26747994,11691385,"344_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1959312,0,"20-141",38,41.4434755662055,112.719214703937,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib17_344"
"369","367","lib17",920616,57188,461,1130042,386707,3970261,1023770,45.9946022480308,6.3,1.3,24,0,0,"directional",461127,459028,64257541,2001574,16865602,29299500,12605429,"367_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2001574,0,"20-141",37,40.2640015522777,119.569072639832,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib17_367"
"370","368","lib17",256999,14824,98,316694,110151,1174891,265846,47.7987386291566,6.3,1.3,26.6,0,0,"directional",128804,128097,17917101,537669,4745742,8322398,3247225,"368_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",537669,0,"20-141",37,53.9028653955951,120.159103463283,137,"pass","pass","warn","pass","fail","warn","pass","warn","warn","warn","pass","lib17_368"
"371","369","lib17",671503,38962,372,823989,278284,3213762,747496,46.0576791834624,6.2,1.3,27.3,0,0,"directional",335921,335210,47040222,1457961,12407622,21737961,8578604,"369_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1457961,0,"20-141",37,43.6601414049621,119.299746701043,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib17_369"
"372","421","lib17",1256681,67547,622,1539375,525258,6021406,1270933,48.4240091462534,6.1,1.2,27.6,0,0,"directional",628069,627990,89785574,2595161,23821959,42110048,15767528,"421_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2595161,0,"20-141",37,35.5633408461394,122.877132478486,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib17_421"
"373","422","lib17",374381,22466,178,456147,155697,1747399,372226,48.6795141683559,6.3,1.3,28.5,0,0,"directional",187830,186373,25637229,769073,6801340,12095487,4381159,"422_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",769073,0,"20-141",37,52.7647246145951,119.027288696912,137,"pass","pass","warn","pass","fail","warn","pass","warn","warn","warn","pass","lib17_422"
"374","70","lib17",3849205,262320,1118,4482587,1526329,15409072,3230171,52.4293705432641,6.7,1.2,34.2,0,0,"directional",1935987,1912100,244460051,7341696,62910217,130505802,29626044,"70_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7341696,0,"20-141",32,28.4211421341578,116.221957841894,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib17_70"
"375","146","lib18",3579091,288667,1524,4169793,1325965,11053224,3363357,49.495700179018,7.6,1.3,23.5,0,0,"directional",1800361,1777206,202389955,7231115,51046839,98854618,35939516,"146_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7231115,0,"20-141",33,32.8996269843185,98.3371077627724,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_146"
"376","189","lib18",5055760,354902,2190,5832846,1823167,16332281,4910333,48.9851995858926,7,1.2,23.9,0,0,"directional",2545504,2508066,305405196,10320995,77041770,152388882,51986250,"189_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10320995,0,"20-141",33,27.4782331800828,105.493723812481,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_189"
"377","226","lib18",8670537,571395,3736,10010184,3120831,32166071,7958161,50.409826272451,6.6,1.1,28.2,0,0,"directional",4358002,4308799,552766657,17200093,141027558,284651214,81790799,"226_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",17200093,0,"20-141",33,23.0839780377978,112.934667853249,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_226"
"378","230","lib18",3822916,286737,1438,4386105,1377432,13030173,3166438,52.5407942259106,7,1.1,28.4,0,0,"directional",1924042,1897436,230885378,7276091,58574814,120589238,32927616,"230_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7276091,0,"20-141",32,28.9743573944259,108.911448880999,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_230"
"379","248","lib18",4251219,316766,1836,4958988,1533556,14998710,3822779,50.6654578772565,7.1,1.2,27,0,0,"directional",2128909,2120474,256563056,8390764,64943534,129615820,40512448,"248_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8390764,0,"20-141",33,28.3721707856999,107.03596120687,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_248"
"380","27","lib18",1497615,101972,518,1717382,479003,6400334,1326717,51.1776971907225,6.6,1,32.8,0,0,"directional",749618,747479,95156624,2926304,24433156,49038252,13088497,"27_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2926304,0,"20-141",33,37.2209917458661,111.734957475368,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_27"
"381","382","lib18",7666024,464476,3156,8873595,2750755,28136790,6608175,52.0129794571086,6.4,1,27.5,0,0,"directional",3848208,3814660,506108536,14738675,128937282,263085829,74324285,"382_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14738675,0,"20-141",33,22.2517391124409,118.198550751679,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_382"
"382","383","lib18",6992399,518966,2934,7927016,2209571,22763730,5979912,51.8290373846746,6.9,1,25.8,0,0,"directional",3509346,3480119,424501515,13491277,107516773,218596140,65488285,"383_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13491277,0,"20-141",33,24.4449706610176,108.659664833803,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_383"
"383","386","lib18",5394085,399613,2366,6181496,1888673,20382518,4909450,50.3971822121865,6.6,1.1,28.8,0,0,"directional",2713287,2678432,342609684,10703148,87321973,176518191,50316833,"386_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10703148,0,"20-141",33,25.1975609409668,112.576021839556,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_386"
"384","387","lib18",1572184,120056,529,1817311,586096,6090717,1292679,52.6709099978927,6.7,1.1,34,0,0,"directional",790300,781355,99482215,2984919,25316825,53862330,11808936,"387_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2984919,0,"20-141",32,34.3146378863627,116.989390666882,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib18_387"
"385","38","lib18",4101294,233167,1443,4739041,1329834,16226529,3330199,53.5091445674042,6.7,1,29.1,0,0,"directional",2050873,2048978,259775259,7664660,66264543,131685314,39529998,"38_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7664660,0,"20-141",33,28.1795032786427,112.069185978243,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib18_38"
"386","397","lib18",7126302,522258,3066,8117198,2225219,26730644,6357890,50.8787165912847,6.8,1,28.1,0,0,"directional",3570887,3552349,435899456,14006450,111228072,219190305,68408018,"397_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14006450,0,"20-141",33,25.4355970567081,107.489226035148,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_397"
"387","398","lib18",2069136,181653,718,2355217,715841,7487374,1805140,51.0150941991342,6.9,1.1,29.7,0,0,"directional",1042860,1025558,125501737,4055929,31566934,65647536,17728835,"398_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4055929,0,"20-141",32,33.7478630378361,110.530434827631,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib18_398"
"388","399","lib18",4247480,315713,1354,4853046,1586304,16111752,3641541,51.7686496600621,6.6,1.1,31.4,0,0,"directional",2145659,2100467,271618232,8204734,68918905,144967441,35180784,"399_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8204734,0,"20-141",32,25.6753663169413,116.219229898251,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib18_399"
"389","39","lib18",5096450,287221,1835,5857975,1614365,19253844,4055787,53.9909176988764,6.9,1,29.3,0,0,"directional",2553110,2541505,308633690,9439458,78691804,156685947,46529755,"39_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9439458,0,"20-141",33,28.2333712077514,107.036691407494,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_39"
"390","424","lib18",4005403,291566,1919,4515539,1156486,15085405,3949075,48.5736311860572,6.8,0.9,27.4,0,0,"directional",2006396,1997088,243956715,8246044,62190233,121012281,39996771,"424_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8246044,0,"20-141",34,28.1957643977076,106.012022249699,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib18_424"
"391","425","lib18",2635258,184717,1088,3019236,866312,9621899,2321822,51.2516927447739,6.7,1,28.3,0,0,"directional",1319939,1314231,164347633,5141797,41787936,84717997,24334253,"425_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5141797,0,"20-141",33,30.8845094101299,112.141241087503,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_425"
"392","426","lib18",2312523,133898,910,2635347,717682,8533861,2057336,51.3465313514917,6.5,0.9,26.6,0,0,"directional",1158477,1153136,150018115,4503757,38093533,76516879,23520813,"426_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4503757,0,"20-141",33,30.0406688981497,115.460004391889,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_426"
"393","427","lib18",2822527,192981,1111,3209508,854694,10144969,2442159,51.7167317097214,6.8,0.9,27.6,0,0,"directional",1411466,1409950,174787409,5457667,44190142,89813028,26575068,"427_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5457667,0,"20-141",33,29.4596227150256,111.814405312746,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_427"
"394","434","lib18",2860881,194395,1118,3260191,904310,10444347,2667818,49.9883629379493,6.8,1,28.2,0,0,"directional",1433484,1426279,177272258,5723094,44683636,91374592,26605182,"434_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5723094,0,"20-141",33,29.1722208303112,111.257140980036,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_434"
"395","435","lib18",2180979,140040,734,2473079,679865,8369763,1948587,51.0815049444843,6.5,0.9,29.6,0,0,"directional",1093423,1086822,139158417,4269606,35284044,72435919,19915747,"435_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4269606,0,"20-141",33,30.573834942014,115.212050011172,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_435"
"396","90","lib18",1894559,142033,701,2165526,564008,7606299,1453590,54.282527386824,7.3,1,32.9,0,0,"directional",946523,947335,108869159,3490182,27677129,55334799,15521398,"90_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3490182,0,"20-141",34,38.5949713236523,102.501772686926,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib18_90"
"397","249","lib19",2266867,148017,861,2630892,782485,8432299,2192004,49.2060366998286,6.8,1.1,26.6,0,0,"directional",1137691,1128315,142564954,4606888,36282495,71123125,23313658,"249_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4606888,0,"20-141",34,33.1222467285387,111.02599346891,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_249"
"398","287","lib19",5996560,364846,2680,6973104,2240532,22268535,5627429,50.0178707939512,6.5,1.1,26.9,0,0,"directional",3013806,2980074,391460564,11988835,100213654,199134817,60629922,"287_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11988835,0,"20-141",33,24.9555307971964,116.147917791846,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_287"
"399","315","lib19",2295415,146302,984,2694891,829692,9150581,2108629,50.4448452930832,6.7,1.1,28.6,0,0,"directional",1147422,1147009,145788347,4550346,37614534,72653776,22844873,"315_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4550346,0,"20-141",34,32.6574257972276,113.90828499635,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_315"
"400","328","lib19",2898591,205641,1244,3407239,1050804,11243515,2787381,49.1985980749245,6.9,1.2,27.7,0,0,"directional",1452173,1445174,179414037,5891613,46131291,88167071,29414117,"328_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5891613,0,"20-141",34,31.1627906920011,110.060444228092,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib19_328"
"401","356","lib19",1425269,110074,543,1689910,573315,5283784,1287501,50.4905336603794,7.1,1.3,28.1,0,0,"directional",716414,708312,86804565,2822844,22146574,43592966,13518016,"356_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2822844,0,"20-141",33,36.8984959992666,111.103747851458,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib19_356"
"402","357","lib19",2664975,179750,1069,3111184,1014147,9033554,2438022,50.4467656694519,6.7,1.2,24.2,0,0,"directional",1340767,1323139,167998697,5282747,43074147,83481544,28284121,"357_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5282747,0,"20-141",33,29.8278620588823,113.193298486564,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib19_357"
"403","358","lib19",2215972,145391,875,2597050,853488,7752350,1920269,51.7553119931839,6.6,1.2,26.6,0,0,"directional",1113496,1101601,141893057,4281632,36722684,72520919,21446566,"358_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4281632,0,"20-141",33,31.3187957495305,116.584868106367,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib19_358"
"404","362","lib19",2569428,205591,1308,2983360,977683,9469159,2483028,48.8665848745742,6.8,1.2,26.5,0,0,"directional",1295607,1272513,158471133,5258047,40633990,78115890,26291051,"362_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5258047,0,"20-141",34,31.4493924103485,109.501253221966,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib19_362"
"405","363","lib19",1782636,139250,881,2128791,762096,6615251,1772508,48.2524603493834,7,1.4,26,0,0,"directional",895735,886020,110364566,3694394,28285254,53738805,18834369,"363_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3694394,0,"20-141",34,35.0364795142241,109.400246698105,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib19_363"
"406","364","lib19",1288516,91986,493,1532304,526243,4830922,1127847,51.3690877944018,6.8,1.3,28.5,0,0,"directional",647007,641016,81124466,2508349,20896645,41229722,12108630,"364_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2508349,0,"20-141",33,36.9795140033419,115.240816170318,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib19_364"
"407","384","lib19",4730747,264820,2236,5380337,1475815,18611852,4294503,50.9226195281629,6.1,0.9,27.9,0,0,"directional",2366737,2361774,320447983,9290070,82460804,164351655,48167520,"384_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9290070,0,"20-141",33,24.5987409140007,121.000986321955,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_384"
"408","385","lib19",2267038,140472,1044,2591724,690217,9014669,2067287,50.6623652424903,6.3,0.9,28.6,0,0,"directional",1133488,1132506,148444129,4474797,38251102,75398118,22498299,"385_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4474797,0,"20-141",33,34.0669388628671,116.958868301735,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_385"
"409","388","lib19",1759196,95156,721,2020502,566184,7029919,1584122,51.162114356543,6.2,0.9,28.1,0,0,"directional",879690,878785,120118558,3438474,30821054,61669787,18011112,"388_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3438474,0,"20-141",33,31.6903545423646,122.385530616198,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_388"
"410","396","lib19",1897352,106773,904,2179736,599582,7219438,1773563,50.2252171169244,6.4,0.9,26.5,0,0,"directional",950942,945506,125080796,3777688,31934933,63167814,19979293,"396_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3777688,0,"20-141",33,33.0085765773089,117.796801906351,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_396"
"411","411","lib19",3667523,198518,1394,4183735,1111678,13857171,3106131,52.6023024102102,6.3,0.9,27.4,0,0,"directional",1836421,1829708,243174378,6972172,62451576,124929595,36640623,"411_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6972172,0,"20-141",33,26.926066253705,119.417082223445,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_411"
"412","415","lib19",1705544,98930,759,1947122,526411,6760704,1583308,50.3439713653358,6.3,0.9,27.9,0,0,"directional",854864,849921,112722303,3387782,28812789,57189139,17486138,"415_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3387782,0,"20-141",33,33.4999353465189,117.974314167795,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_415"
"413","439","lib19",6326236,426427,3045,7259487,2167674,26020443,6101587,49.2151311822938,6.4,1,29.8,0,0,"directional",3177733,3145458,414545491,12854250,106596453,211167311,61334123,"439_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12854250,0,"20-141",33,24.4954105628191,115.868313048214,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_439"
"414","440","lib19",7017252,487765,2656,8017705,2342064,23698881,6195215,51.21995014391,6.8,1,26.4,0,0,"directional",3520468,3494128,433485679,13700232,110326536,223179707,65920786,"440_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13700232,0,"20-141",32,24.5328713155038,111.720242912675,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib19_440"
